Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
perl script,1,1,720,50,0.00,https://www.perl.org/,18,0.11,0.00,0,31400000,"[55,55,67,36,55,55,45,36,67,67,20,45]",2025-10-02,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
unitcheck,1,1,70,8,0.00,https://perldoc.perl.org/functions/UNITCHECK,17,0.11,0.00,0,10,"[78,78,14,14,14,78,28,78,50,21,21,21]",2025-11-17,"Image pack, Video, Related searches",informational,Organic
latest version of perl,1,1,90,59,0.00,https://www.perl.org/get.html,17,0.11,0.00,0,27600000,"[100,81,81,100,81,81,81,81,81,81,100,81]",2025-12-13,"Sitelinks, Video, Related searches, AI overview",informational,AI overview
perl software language,1,1,90,39,0.00,https://www.perl.org/about.html,17,0.11,0.00,0,10,"[34,42,26,26,34,42,42,53,34,42,26,26]",2025-11-20,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
perl meaning,6,6,480,43,0.00,https://perldoc.perl.org/perlop,16,0.1,0.00,0,33800000,"[13,10,13,13,13,16,16,100,20,62,24,36]",2025-12-12,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
bigrat,9,9,2400,34,0.00,https://perldoc.perl.org/bigrat,16,0.1,0.00,0,639000,"[12,1,8,54,100,3,4,24,1,0,0,3]",2025-12-24,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
perl printf,3,3,260,5,0.00,https://perldoc.perl.org/functions/printf,16,0.1,0.00,0,87,"[66,82,66,82,66,53,66,66,82,66,53,43]",2025-09-10,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
mkdir,13,13,5400,60,0.03,https://perldoc.perl.org/functions/mkdir,16,0.1,0.00,0,6250000,"[66,36,54,66,66,44,36,44,66,66,66,44]",2025-12-25,"Knowledge panel, Video, Image, People also ask, Related searches, AI overview",informational,Organic
perl else if,3,3,260,12,0.00,https://perldoc.perl.org/functions/elseif,16,0.1,0.00,0,19100000,"[44,54,36,44,44,19,23,36,36,44,44,29]",2025-10-07,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
programming language perl,1,1,70,31,1.69,https://www.perl.org/about.html,15,0.09,25.00,0,6,"[0,0,0,20,0,0,0,0,0,0,0,0]",2025-11-23,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,AI overview
perl data dumper,2,2,110,6,0.00,https://perldoc.perl.org/Data::Dumper,14,0.09,0.00,0,48,"[14,11,17,14,9,9,11,9,11,11,11,9]",2025-09-10,"Image pack, Sitelinks, Video, Related searches",informational,Organic
localtime,6,6,720,35,0.00,https://perldoc.perl.org/functions/localtime,13,0.08,0.00,0,41900000,"[66,20,5,16,24,41,36,24,30,30,41,41]",2025-12-14,"Video, People also ask, Related searches, AI overview",informational,Organic
perl -e,3,3,170,44,0.00,https://perldoc.perl.org/,13,0.08,0.00,0,40200000,"[0,2,1,0,0,0,0,0,0,43,0,0]",2025-09-07,"Sitelinks, Video, Related searches",informational,Organic
pearl code,2,2,170,22,0.00,https://www.perl.org/,13,0.08,0.00,0,10,"[42,80,80,42,80,65,65,65,80,80,100,80]",2025-11-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
sprintf,9,9,4400,52,0.00,https://perldoc.perl.org/functions/sprintf,13,0.08,0.00,0,1680000,"[44,36,36,54,44,44,29,23,23,19,36,29]",2025-12-22,"Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
perl operator,2,2,170,33,0.00,https://perldoc.perl.org/perlop,13,0.08,0.00,0,8610000,"[29,29,19,23,23,23,23,23,19,23,23,19]",2025-11-27,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
chown,10,10,4400,31,0.04,https://perldoc.perl.org/functions/chown,13,0.08,0.00,0,3310000,"[54,44,44,54,44,54,66,44,36,36,44,29]",2025-12-20,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
perl function,2,2,170,29,0.00,https://perldoc.perl.org/perlsub,13,0.08,0.00,0,38500000,"[65,53,65,53,53,43,53,53,65,43,43,34]",2025-09-10,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
moo 2.0,2,2,170,9,0.00,https://blogs.perl.org/users/graham_knop/2015/02/moo-20.html,13,0.08,0.00,0,10,"[44,29,54,23,100,29,2,2,2,2,0,2]",2025-11-23,"Image pack, Sitelinks, Video, Image, AI overview",informational,Organic
perl system command,1,1,70,24,0.00,https://perldoc.perl.org/functions/system,13,0.08,0.00,0,89,"[42,34,34,34,15,34,34,26,34,26,26,19]",2025-09-08,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
srand,2,2,720,38,0.00,https://perldoc.perl.org/functions/srand,12,0.07,0.00,0,894000,"[25,52,68,25,25,37,52,31,46,25,20,25]",2025-10-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
waitpid,3,3,1000,29,0.00,https://perldoc.perl.org/functions/waitpid,12,0.07,0.00,0,141000,"[36,44,20,20,44,36,36,16,8,13,8,36]",2025-12-08,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",People also ask
programming with perl,1,1,480,27,2.01,https://www.perl.org/,12,0.07,24.00,0,9,"[16,10,20,8,16,8,100,67,67,6,45,67]",2025-11-23,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
bless,29,29,18100,75,2.02,https://perldoc.perl.org/functions/bless,12,0.07,24.00,0,361000000,"[36,24,29,36,24,29,13,13,13,13,16,16]",2025-12-21,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
perlscript,1,1,50,27,0.00,https://www.perl.org/,12,0.07,0.00,0,381000,"[4,6,5,0,0,12,9,12,9,9,19,0]",2025-11-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","commercial, informational",Organic
$ chmod,8,8,2900,60,0.00,https://perldoc.perl.org/functions/chmod,11,0.07,0.00,0,5480000,"[24,3,10,1,100,66,0,0,0,0,0,0]",2025-12-21,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
perl print format,3,3,170,16,0.00,https://perldoc.perl.org/functions/printf,11,0.07,0.00,0,8,"[34,43,100,43,43,34,65,53,53,43,43,21]",2025-11-20,"Sitelinks, Video, Related searches, AI overview",informational,Organic
perl format string,2,2,140,17,0.00,https://perldoc.perl.org/functions/sprintf,11,0.07,0.00,0,19000000,"[100,65,53,53,42,100,65,53,42,34,42,53]",2025-12-21,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
perl print,3,3,170,24,0.00,https://perldoc.perl.org/functions/print,11,0.07,0.00,0,16100000,"[35,28,35,35,35,28,35,18,28,18,18,18]",2025-12-25,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
perl switch statement,2,2,140,16,0.00,https://perldoc.perl.org/5.8.7/Switch,11,0.07,0.00,0,17600000,"[80,66,66,66,52,52,66,66,52,52,66,42]",2025-12-17,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
activestate perl,2,2,140,11,0.00,https://www.perl.org/get.html,11,0.07,0.00,0,10,"[28,28,23,23,100,28,43,28,28,23,23,17]",2025-11-14,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview","informational, transactional",Organic
perl switch,2,2,140,25,0.00,https://perldoc.perl.org/5.8.7/Switch,11,0.07,0.00,0,20300000,"[66,52,42,66,66,66,66,66,52,66,33,52]",2025-12-19,"People also ask, Related searches, AI overview",informational,Organic
perl e,5,5,320,22,6.29,https://perldoc.perl.org/variables/$%5EE,11,0.07,69.00,0.05,126000000,"[25,20,7,11,37,46,25,8,8,7,7,13]",2025-09-05,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
net ping,7,7,390,44,4.19,https://perldoc.perl.org/Net::Ping,11,0.07,46.00,0.07,444000000,"[54,44,54,44,44,54,35,66,100,100,81,54]",2025-11-28,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches","commercial, informational",Organic
die syntax,4,4,260,27,0.00,https://perldoc.perl.org/functions/die,11,0.07,0.00,0,56000000,"[0,1,1,1,1,0,1,1,55,62,0,81]",2025-12-20,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
meaning of _ in perl,1,1,260,35,0.00,https://perldoc.perl.org/functions/__LINE__,10,0.06,0.00,0,40300000,"[8,5,10,6,8,5,8,100,24,8,10,30]",2025-12-15,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
perl scripting,1,1,390,59,0.00,https://www.perl.org/,10,0.06,0.00,0,24800000,"[26,48,11,21,59,59,26,39,59,39,59,32]",2025-12-19,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
pearl code,1,1,170,22,0.00,https://www.perl.org/,10,0.06,0.00,0,10,"[42,80,80,42,80,65,65,65,80,80,100,80]",2025-11-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,AI overview
printf,12,12,3600,52,0.00,https://perldoc.perl.org/functions/printf,10,0.06,0.00,0,8480000,"[44,29,44,44,36,29,23,19,19,29,44,36]",2025-12-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
perl split,1,1,390,26,0.00,https://perldoc.perl.org/functions/split,10,0.06,0.00,0,25100000,"[16,36,45,36,36,45,45,16,20,30,30,30]",2025-10-01,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
file temp,5,5,480,49,0.00,https://perldoc.perl.org/File::Temp,10,0.06,0.00,0,378000000,"[31,1,31,16,7,52,7,7,16,7,46,100]",2025-12-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
perl substr,1,1,390,23,0.00,https://perldoc.perl.org/functions/substr,10,0.06,0.00,0,58,"[48,48,39,39,32,32,39,39,39,39,39,26]",2025-09-10,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
perli,2,2,590,28,0.39,https://www.perl.org/,10,0.06,3.00,0.11,2280000,"[3,3,36,100,45,13,55,30,76,100,10,16]",2025-10-12,"Sitelinks, Video, People also ask, Related searches","commercial, informational",People also ask
perl jobs,1,1,390,25,0.62,https://jobs.perl.org/,10,0.06,6.00,0.02,19500000,"[29,23,29,44,36,29,29,36,44,81,67,54]",2025-12-08,"Sitelinks, Video, Jobs search, Related searches",commercial,Organic
utf8,10,10,3600,80,0.00,https://perldoc.perl.org/utf8,10,0.06,0.00,0,165000000,"[19,19,44,24,44,54,36,36,44,36,36,29]",2025-12-23,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, Short videos",informational,Organic
word where each letter is in alphabetical order,1,1,260,42,0.00,https://blogs.perl.org/users/laurent_r/2022/04/perl-weekly-challenge-161-abecedarian-words-and-pangrams.html,10,0.06,0.00,0,423000000,"[0,0,0,0,100,16,30,16,20,10,13,16]",2025-10-14,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,People also ask
lporm,4,4,140,17,0.00,https://www.nntp.perl.org/group/perl.beginners/2004/02/msg59648.html,9,0.05,0.00,0,4,"[66,52,80,66,66,52,80,66,66,80,80,80]",2025-11-09,,,Organic
push in perl,2,2,110,14,0.00,https://perldoc.perl.org/functions/push,9,0.05,0.00,0,18600000,"[18,15,28,15,18,28,28,18,18,18,18,18]",2025-12-17,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
perl syntax,4,4,140,26,0.00,https://perldoc.perl.org/perlsyn,9,0.05,0.00,0,24900000,"[65,65,100,65,42,42,53,65,53,53,53,42]",2025-09-08,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
index in perl,1,1,50,22,0.00,https://perldoc.perl.org/functions/index,9,0.05,0.00,0,29100000,"[23,23,23,23,33,23,33,33,23,9,9,9]",2025-11-29,"Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
perl sample programs,2,2,70,25,0.00,https://learn.perl.org/examples/,9,0.05,0.00,0,6820000,"[45,45,45,81,81,63,63,63,63,63,45,45]",2025-12-25,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
perl $,1,1,50,92,1.59,https://www.perl.org/,9,0.05,14.00,0,40300000,"[20,0,0,0,0,0,0,0,0,0,0,0]",2025-12-24,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",navigational,AI overview
sample perl script,2,2,70,22,0.00,https://learn.perl.org/examples/,9,0.05,0.00,0,20100000,"[52,41,29,29,29,29,29,41,17,41,41,29]",2025-09-07,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
perl and operator,3,2,140,31,0.00,https://perldoc.perl.org/perlop,9,0.05,0.00,0,7330000,"[80,52,66,80,23,66,42,42,80,66,52,52]",2025-12-25,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
test more,2,2,70,27,0.00,https://perldoc.perl.org/Test::More,9,0.05,0.00,0,3620000000,"[21,50,50,21,50,50,28,50,78,50,78,21]",2025-09-10,"Knowledge panel, Image pack, Sitelinks, Image, Video Carousel, People also ask, Related searches",informational,Organic
waitpid,5,5,1000,29,0.00,https://perldoc.perl.org/functions/waitpid,9,0.05,0.00,0,141000,"[36,44,20,20,44,36,36,16,8,13,8,36]",2025-12-08,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
old documentation,4,4,140,26,0.00,https://perldoc.perl.org/perlpod,9,0.05,0.00,0,1850000000,"[22,35,22,35,18,35,0,35,14,22,66,35]",2025-09-06,"Video, Related searches","commercial, informational",Organic
how to run perl script,3,3,140,22,0.00,https://learn.perl.org/first_steps/,9,0.05,0.00,0,17700000,"[34,34,21,34,34,34,43,65,81,100,53,28]",2025-12-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
perl if statement,5,5,260,18,0.00,https://perldoc.perl.org/perlsyn,9,0.05,0.00,0,93,"[18,18,14,100,54,54,66,54,66,54,66,54]",2025-09-08,"Image pack, Video, Related searches, AI overview",informational,Organic
perl developer,3,3,140,14,6.14,https://www.perl.org/,9,0.05,55.00,0.1,17100000,"[1,0,0,0,0,0,0,0,0,0,0,0]",2025-12-08,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
how to run perl program,2,2,110,18,0.00,https://learn.perl.org/first_steps/,9,0.05,0.00,0,20800000,"[52,29,41,41,52,64,52,100,100,100,41,41]",2025-12-12,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
perl module,3,3,140,23,0.00,https://learn.perl.org/modules/,9,0.05,0.00,0,27600000,"[65,65,19,65,53,53,53,42,53,53,53,42]",2025-09-08,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
perl perl,1,1,260,46,6.95,https://www.perl.org/,9,0.05,62.00,0,39200000,"[3,2,0,2,0,0,0,0,1,8,0,3]",2025-10-07,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
matt trout,1,1,70,29,0.00,https://blogs.perl.org/users/roz/2025/07/remembering-matt-trout.html,9,0.05,0.00,0,6100000,"[5,5,5,5,5,5,28,5,5,100,17,17]",2025-12-15,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
unpack,14,14,2400,44,4.24,https://perldoc.perl.org/functions/unpack,9,0.05,38.00,0.01,75800000,"[54,16,24,24,19,19,16,19,16,36,19,19]",2025-12-20,"Instant answer, Image pack, Sitelinks, Video, Related searches",informational,Organic
chmod -x,4,4,390,25,0.00,https://perldoc.perl.org/functions/chmod,9,0.05,0.00,0,6650000,"[13,4,19,7,13,1,1,1,1,0,0,1]",2025-11-26,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
perl modules,3,3,140,22,0.00,https://learn.perl.org/modules/,9,0.05,0.00,0,12800000,"[100,80,66,80,52,33,52,80,66,66,80,52]",2025-09-05,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
eumask,8,8,390,54,0.00,https://perldoc.perl.org/functions/umask,9,0.05,0.00,0,632000,"[0,0,23,100,81,66,81,66,23,23,66,100]",2025-12-23,"Knowledge panel, Sitelinks, Video, Image, Ads bottom, Related searches, AI overview",informational,Organic
perl sample,2,2,70,24,0.00,https://learn.perl.org/examples/,9,0.05,0.00,0,24300000,"[29,29,29,41,52,64,52,29,41,41,41,41]",2025-12-25,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
grep -r,7,7,1300,26,0.00,https://perldoc.perl.org/functions/grep,9,0.05,0.00,0,9,"[44,7,7,19,3,7,35,35,5,4,1,2]",2025-11-19,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
perl regular expression match,1,1,50,12,0.00,https://perldoc.perl.org/perlrequick,9,0.05,0.00,0,40200000,"[42,23,23,23,33,14,23,33,23,23,23,9]",2025-12-20,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,AI overview
pid wait,7,7,320,23,0.00,https://perldoc.perl.org/functions/waitpid,9,0.05,0.00,0,11700000,"[20,16,36,55,24,20,13,5,24,45,24,24]",2025-09-07,"Image pack, Sitelinks, Video, Related searches",informational,Organic
perl expression regular,1,1,320,31,0.00,https://perldoc.perl.org/perlre,8,0.05,0.00,0,26700000,"[59,21,26,14,32,21,48,59,39,14,14,32]",2025-12-20,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
perl chomp,1,1,320,29,0.00,https://perldoc.perl.org/functions/chomp,8,0.05,0.00,0,93600,"[39,32,26,39,32,32,32,26,21,26,26,21]",2025-12-08,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
crypts in intestine,1,1,590,38,0.00,https://perldoc.perl.org/functions/crypt,8,0.05,0.00,0,2580000,"[4,3,100,65,5,1,4,16,5,11,2,2]",2025-10-14,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,People also ask
pöe,27,27,12100,74,3.48,http://poe.perl.org/?What_POE_Is,8,0.05,27.00,0,14800,"[0,1,0,24,54,100,29,0,0,0,20,0]",2025-12-24,"Sitelinks, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
pearl script,5,5,390,38,0.00,https://learn.perl.org/first_steps/,8,0.05,0.00,0,35800000,"[36,54,36,100,66,100,44,66,36,23,23,6]",2025-09-09,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
getc,9,9,390,28,0.00,https://perldoc.perl.org/functions/getc,8,0.05,0.00,0,510000,"[30,24,30,30,36,36,30,36,24,30,20,20]",2025-09-07,"Image pack, Sitelinks, Video, Related searches",informational,Organic
perl if,9,9,390,20,0.00,https://perldoc.perl.org/functions/if,8,0.05,0.00,0,40700000,"[54,66,54,81,44,44,66,54,44,44,44,36]",2025-09-09,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
